platform,category,product_url,review_date,avg_rating,review_count,neg_count,neg_ratio,defect_count,transaction_count,usability_count,fit_count,complaint_count,complaint_ratio
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-09-23,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-08-22,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-07-07,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-05-20,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-05-15,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-05-01,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-03-23,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-03-15,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-03-07,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-02-13,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2025-02-12,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-11-28,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-10-15,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-08-29,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-07-31,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-07-09,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-06-21,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-06-13,5.0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-05-13,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-03-26,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-03-13,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-02-22,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-01-18,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2024-01-17,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2023-12-16,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2023-12-07,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2023-12-01,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2023-11-19,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8771981648,2023-11-01,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-24,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-23,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-22,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-21,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-17,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-15,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-14,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-13,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-11,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-09,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-08,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-07,4.5,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-06,4.5,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-05,3.0,2,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-04,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-03,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-02,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-12-01,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-30,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-27,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-26,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-25,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6667
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-24,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-21,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-20,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-16,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-14,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-13,3.0,2,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7144203890,2025-11-12,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2025-12-20,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2025-12-02,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2025-09-07,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2025-03-09,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2025-02-04,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2024-11-16,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2024-10-17,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2024-08-15,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2024-05-31,5.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-12-02,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-10-04,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-09-27,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-08-30,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-08-27,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-06-07,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-05-11,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-05-10,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-03-22,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-03-04,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2023-01-27,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-10-07,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-08-09,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-08-07,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-07-17,3.5,2,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-06-05,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-05-19,4.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-05-11,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-04-08,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-03-10,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-03-09,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-03-02,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7539247083,2022-01-19,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-12-09,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-11-27,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-11-11,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-11-08,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-11-03,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-10-26,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-09-17,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-09-11,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-09-05,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-09-02,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-24,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-23,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-15,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-13,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-11,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-08-10,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-07-23,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-07-18,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-07-12,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-06-27,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-06-21,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-06-19,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-06-08,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-05-23,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-05-19,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-05-17,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-05-10,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-05-08,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-04-28,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-04-22,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-04-14,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-04-08,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-04-06,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-03-27,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-03-17,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-03-12,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/1768219844,2025-03-09,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-12-21,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-12-12,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-12-10,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-12-08,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-11-30,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-11-26,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-11-22,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-11-01,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-10-30,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-10-25,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-10-11,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-09-25,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-09-18,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-08-31,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-06-30,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-06-26,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-05-19,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-05-14,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-04-15,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-03-20,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-03-11,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-02-22,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-02-18,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-02-12,2.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2025-02-07,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2024-12-02,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2024-11-22,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2024-11-15,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/8340084513,2024-10-01,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-24,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-22,5.0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-14,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-13,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-12,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-11,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-08,4.5,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-06,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-12-04,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-30,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-24,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-23,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-22,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-20,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-18,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-17,5.0,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.4
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-16,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-07,5.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-06,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-05,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-11-01,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-30,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-29,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-28,3.0,2,1.0,0.5,1.0,0.0,1.0,0.0,2.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-26,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-25,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-23,4.33,3,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6667
coupang,Appliances,https://www.coupang.com/vp/products/7046248254,2025-10-20,5.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
coupang,Appliances,https://www.coupang.com/vp/products/9212646374,2025-12-24,3.0,2,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5
coupang,Appliances,https://www.coupang.com/vp/products/9212646374,2025-12-23,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/9212646374,2025-12-22,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coupang,Appliances,https://www.coupang.com/vp/products/9212646374,2025-12-20,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
