review_date,category,product_url,complaint_type,keyword,count,platform
2022-01-01,Toys,https://www.coupang.com/vp/products/282728145,transaction,배송,1,coupang
2022-01-02,Beauty,https://www.coupang.com/vp/products/1858130290,fit,트러블,1,coupang
2022-01-02,Pet,https://www.coupang.com/vp/products/8837486207,defect,새는,1,coupang
2022-01-02,Pet,https://www.coupang.com/vp/products/8837486207,defect,하자,1,coupang
2022-01-03,Appliances,https://www.coupang.com/vp/products/1477648197,defect,고장,1,coupang
2022-01-03,Appliances,https://www.coupang.com/vp/products/1477648197,usability,설치,1,coupang
2022-01-03,Pet,https://www.coupang.com/vp/products/9050672939,fit,구토,1,coupang
2022-01-06,Appliances,https://www.coupang.com/vp/products/71420158,defect,새는,1,coupang
2022-01-06,Pet,https://www.coupang.com/vp/products/1694214602,fit,너무 작아,1,coupang
2022-01-06,Pet,https://www.coupang.com/vp/products/6714055947,fit,설사,1,coupang
2022-01-06,Pet,https://www.coupang.com/vp/products/6714055947,fit,알러지,1,coupang
2022-01-06,Pet,https://www.coupang.com/vp/products/6714055947,transaction,반품,1,coupang
2022-01-06,Toys,https://www.coupang.com/vp/products/1187739577,fit,불편해요,1,coupang
2022-01-11,Appliances,https://www.coupang.com/vp/products/8380195351,defect,불량,1,coupang
2022-01-11,Appliances,https://www.coupang.com/vp/products/8380195351,transaction,교환,1,coupang
2022-01-11,Appliances,https://www.coupang.com/vp/products/8380195351,transaction,반품,1,coupang
2022-01-11,Appliances,https://www.coupang.com/vp/products/8380195351,usability,설치,1,coupang
2022-01-11,Toys,https://www.coupang.com/vp/products/6062578757,defect,불량,1,coupang
2022-01-16,Pet,https://www.coupang.com/vp/products/5807012893,defect,고장,1,coupang
2022-01-18,Baby,https://www.coupang.com/vp/products/320440826,defect,내구성,1,coupang
2022-01-18,Baby,https://www.coupang.com/vp/products/320440826,usability,소음,1,coupang
2022-01-20,Baby,https://www.coupang.com/vp/products/8562246734,transaction,택배,1,coupang
2022-01-21,Baby,https://www.coupang.com/vp/products/2994788,usability,설치,1,coupang
2022-01-24,Toys,https://www.coupang.com/vp/products/2289803444,transaction,반품,1,coupang
2022-01-26,Toys,https://www.coupang.com/vp/products/1082640,transaction,배송,1,coupang
2022-01-29,Toys,https://www.coupang.com/vp/products/1082640,defect,불량,1,coupang
2022-01-29,Toys,https://www.coupang.com/vp/products/1082640,usability,설명서,1,coupang
2022-01-29,Toys,https://www.coupang.com/vp/products/1082640,usability,조작,1,coupang
2022-02-03,Baby,https://www.coupang.com/vp/products/6687052162,transaction,배송,1,coupang
2022-02-03,Baby,https://www.coupang.com/vp/products/6687052162,transaction,배송비,1,coupang
2022-02-04,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-02-04,Toys,https://www.coupang.com/vp/products/1187739577,fit,너무 작아,1,coupang
2022-02-05,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-02-05,Appliances,https://www.coupang.com/vp/products/6962756962,usability,연결,1,coupang
2022-02-05,Toys,https://www.coupang.com/vp/products/1487745808,defect,불량,1,coupang
2022-02-06,Toys,https://www.coupang.com/vp/products/53060840,transaction,배송,1,coupang
2022-02-08,Toys,https://www.coupang.com/vp/products/1925940420,usability,설명서,1,coupang
2022-02-09,Appliances,https://www.coupang.com/vp/products/6962756962,defect,불량,1,coupang
2022-02-09,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배송,1,coupang
2022-02-09,Pet,https://www.coupang.com/vp/products/23614798,transaction,배송,1,coupang
2022-02-12,Pet,https://www.coupang.com/vp/products/6083804462,transaction,배송,1,coupang
2022-02-14,Appliances,https://www.coupang.com/vp/products/5756492913,transaction,배송,1,coupang
2022-02-15,Appliances,https://www.coupang.com/vp/products/6962756962,defect,불량,1,coupang
2022-02-15,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배송,1,coupang
2022-02-15,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-02-15,Pet,https://www.coupang.com/vp/products/6239396084,fit,거부,1,coupang
2022-02-18,Pet,https://www.coupang.com/vp/products/1768986274,usability,설치,1,coupang
2022-02-21,Pet,https://www.coupang.com/vp/products/6083804462,fit,안먹어,1,coupang
2022-02-21,Pet,https://www.coupang.com/vp/products/6083804462,transaction,배송,1,coupang
2022-02-21,Toys,https://www.coupang.com/vp/products/1448655691,defect,찢어져,1,coupang
2022-02-21,Toys,https://www.coupang.com/vp/products/1448655691,transaction,교환,1,coupang
2022-02-23,Toys,https://www.coupang.com/vp/products/22443027,transaction,배송,1,coupang
2022-02-24,Pet,https://www.coupang.com/vp/products/6083804462,transaction,배송,1,coupang
2022-02-25,Appliances,https://www.coupang.com/vp/products/9859020,transaction,배송,1,coupang
2022-02-25,Toys,https://www.coupang.com/vp/products/9859020,transaction,배송,1,coupang
2022-02-26,Pet,https://www.coupang.com/vp/products/1768986274,transaction,배송,1,coupang
2022-02-27,Appliances,https://www.coupang.com/vp/products/6962756962,defect,고장,1,coupang
2022-02-27,Appliances,https://www.coupang.com/vp/products/6962756962,defect,하자,1,coupang
2022-02-27,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배송,1,coupang
2022-02-28,Appliances,https://www.coupang.com/vp/products/8993392563,transaction,배송,1,coupang
2022-02-28,Appliances,https://www.coupang.com/vp/products/8993392563,usability,호환,1,coupang
2022-03-01,Appliances,https://www.coupang.com/vp/products/8993392563,transaction,배송,1,coupang
2022-03-01,Appliances,https://www.coupang.com/vp/products/8993392563,usability,호환,3,coupang
2022-03-02,Appliances,https://www.coupang.com/vp/products/8993392563,transaction,배송,1,coupang
2022-03-02,Appliances,https://www.coupang.com/vp/products/8993392563,usability,호환,1,coupang
2022-03-02,Toys,https://www.coupang.com/vp/products/340063305,transaction,배송,1,coupang
2022-03-04,Toys,https://www.coupang.com/vp/products/1487745808,defect,기스,1,coupang
2022-03-05,Appliances,https://www.coupang.com/vp/products/177947971,defect,불량,1,coupang
2022-03-05,Appliances,https://www.coupang.com/vp/products/177947971,defect,불량품,1,coupang
2022-03-05,Appliances,https://www.coupang.com/vp/products/177947971,transaction,교환,1,coupang
2022-03-05,Appliances,https://www.coupang.com/vp/products/6962756962,usability,어댑터,1,coupang
2022-03-05,Appliances,https://www.coupang.com/vp/products/6962756962,usability,연결,1,coupang
2022-03-06,Appliances,https://www.coupang.com/vp/products/6262134247,transaction,배송,1,coupang
2022-03-08,Appliances,https://www.coupang.com/vp/products/2117853371,transaction,배송,1,coupang
2022-03-08,Appliances,https://www.coupang.com/vp/products/2117853371,usability,연결,1,coupang
2022-03-10,Pet,https://www.coupang.com/vp/products/8182397586,fit,거부,1,coupang
2022-03-15,Toys,https://www.coupang.com/vp/products/1619405171,usability,오류,1,coupang
2022-03-16,Beauty,https://www.coupang.com/vp/products/8291649677,defect,가루날림,1,coupang
2022-03-16,Pet,https://www.coupang.com/vp/products/9050672939,defect,빠짐,1,coupang
2022-03-17,Pet,https://www.coupang.com/vp/products/8837486207,fit,아파서,1,coupang
2022-03-18,Pet,https://www.coupang.com/vp/products/6322253831,defect,하자,1,coupang
2022-03-18,Pet,https://www.coupang.com/vp/products/6322253831,fit,너무 작아,1,coupang
2022-03-18,Pet,https://www.coupang.com/vp/products/6322253831,transaction,반품,1,coupang
2022-03-19,Appliances,https://www.coupang.com/vp/products/6962756962,defect,파손,1,coupang
2022-03-19,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배송,1,coupang
2022-03-19,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,택배,1,coupang
2022-03-19,Appliances,https://www.coupang.com/vp/products/6962756962,usability,연결,1,coupang
2022-03-20,Toys,https://www.coupang.com/vp/products/1082640,usability,소음,1,coupang
2022-03-21,Pet,https://www.coupang.com/vp/products/6083804462,fit,안먹어,1,coupang
2022-03-21,Toys,https://www.coupang.com/vp/products/1619405171,fit,맞지 않,1,coupang
2022-03-23,Toys,https://www.coupang.com/vp/products/8423286083,fit,너무 커서,1,coupang
2022-03-23,Toys,https://www.coupang.com/vp/products/8423286083,usability,소리가 너무,1,coupang
2022-03-25,Beauty,https://www.coupang.com/vp/products/573165,defect,기스,1,coupang
2022-03-25,Beauty,https://www.coupang.com/vp/products/573165,transaction,배송,1,coupang
2022-03-25,Pet,https://www.coupang.com/vp/products/6239396084,transaction,배송,1,coupang
2022-03-28,Baby,https://www.coupang.com/vp/products/8562246734,transaction,배송,1,coupang
2022-03-28,Baby,https://www.coupang.com/vp/products/8562246734,transaction,배송비,1,coupang
2022-03-28,Toys,https://www.coupang.com/vp/products/1951089309,usability,설명서,1,coupang
2022-03-28,Toys,https://www.coupang.com/vp/products/1951089309,usability,설치,1,coupang
2022-03-29,Toys,https://www.coupang.com/vp/products/19161059,defect,새는,1,coupang
2022-03-30,Appliances,https://www.coupang.com/vp/products/6962756962,usability,드라이버,1,coupang
2022-03-30,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-03-30,Beauty,https://www.coupang.com/vp/products/573165,fit,가려움,1,coupang
2022-03-30,Beauty,https://www.coupang.com/vp/products/573165,fit,가려워,1,coupang
2022-03-30,Beauty,https://www.coupang.com/vp/products/573165,transaction,반품,1,coupang
2022-03-31,Appliances,https://www.coupang.com/vp/products/5961000435,defect,고장,1,coupang
2022-03-31,Pet,https://www.coupang.com/vp/products/6322253831,fit,사이즈가 작,1,coupang
2022-04-01,Appliances,https://www.coupang.com/vp/products/8380195351,defect,불량,1,coupang
2022-04-02,Toys,https://www.coupang.com/vp/products/1619405171,transaction,배송,1,coupang
2022-04-04,Baby,https://www.coupang.com/vp/products/4624566001,defect,하자,1,coupang
2022-04-04,Baby,https://www.coupang.com/vp/products/4624566001,usability,설치,1,coupang
2022-04-04,Toys,https://www.coupang.com/vp/products/162796669,transaction,처리,1,coupang
2022-04-09,Toys,https://www.coupang.com/vp/products/861451,defect,내구성,1,coupang
2022-04-11,Toys,https://www.coupang.com/vp/products/5233690515,transaction,반품,1,coupang
2022-04-12,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-04-12,Toys,https://www.coupang.com/vp/products/5184622494,transaction,배송,1,coupang
2022-04-13,Toys,https://www.coupang.com/vp/products/5233690515,usability,소음,1,coupang
2022-04-14,Toys,https://www.coupang.com/vp/products/1951089309,usability,설명서,1,coupang
2022-04-15,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,반품,1,coupang
2022-04-18,Pet,https://www.coupang.com/vp/products/6714055947,defect,깨져,1,coupang
2022-04-18,Pet,https://www.coupang.com/vp/products/6714055947,transaction,택배,1,coupang
2022-04-27,Baby,https://www.coupang.com/vp/products/6988322463,transaction,배송,1,coupang
2022-04-28,Appliances,https://www.coupang.com/vp/products/177947971,transaction,교환,1,coupang
2022-04-28,Appliances,https://www.coupang.com/vp/products/177947971,transaction,상담,1,coupang
2022-04-29,Toys,https://www.coupang.com/vp/products/6344884598,transaction,배송,1,coupang
2022-04-29,Toys,https://www.coupang.com/vp/products/6344884598,usability,어려워,1,coupang
2022-05-01,Beauty,https://www.coupang.com/vp/products/573165,transaction,배송,1,coupang
2022-05-01,Toys,https://www.coupang.com/vp/products/1797673690,defect,빠짐,1,coupang
2022-05-02,Toys,https://www.coupang.com/vp/products/1930944101,transaction,분실,1,coupang
2022-05-02,Toys,https://www.coupang.com/vp/products/1930944101,usability,연결,1,coupang
2022-05-05,Toys,https://www.coupang.com/vp/products/153514315,transaction,반품,1,coupang
2022-05-05,Toys,https://www.coupang.com/vp/products/323888441,usability,어렵,1,coupang
2022-05-06,Pet,https://www.coupang.com/vp/products/6297349825,fit,구역질,1,coupang
2022-05-07,Pet,https://www.coupang.com/vp/products/6239396084,transaction,택배,1,coupang
2022-05-07,Pet,https://www.coupang.com/vp/products/8837486207,fit,설사,1,coupang
2022-05-08,Appliances,https://www.coupang.com/vp/products/177947971,defect,불량,1,coupang
2022-05-09,Toys,https://www.coupang.com/vp/products/449244,defect,깨져,1,coupang
2022-05-10,Baby,https://www.coupang.com/vp/products/1881129,usability,설치,1,coupang
2022-05-10,Toys,https://www.coupang.com/vp/products/6137387648,transaction,교환,1,coupang
2022-05-10,Toys,https://www.coupang.com/vp/products/6137387648,usability,소음,1,coupang
2022-05-11,Appliances,https://www.coupang.com/vp/products/2117853371,transaction,배송,1,coupang
2022-05-11,Appliances,https://www.coupang.com/vp/products/2117853371,transaction,택배,1,coupang
2022-05-11,Appliances,https://www.coupang.com/vp/products/2117853371,usability,설명서,1,coupang
2022-05-14,Beauty,https://www.coupang.com/vp/products/7681036862,usability,어렵,1,coupang
2022-05-15,Beauty,https://www.coupang.com/vp/products/7681036862,usability,어렵,1,coupang
2022-05-17,Toys,https://www.coupang.com/vp/products/1487745808,usability,어려워,1,coupang
2022-05-18,Pet,https://www.coupang.com/vp/products/5803838471,defect,샘,1,coupang
2022-05-18,Toys,https://www.coupang.com/vp/products/1487745808,transaction,처리,1,coupang
2022-05-18,Toys,https://www.coupang.com/vp/products/1951089309,usability,설치,1,coupang
2022-05-19,Appliances,https://www.coupang.com/vp/products/6262134247,transaction,배송,1,coupang
2022-05-19,Appliances,https://www.coupang.com/vp/products/7539247083,transaction,배달,1,coupang
2022-05-19,Appliances,https://www.coupang.com/vp/products/7539247083,transaction,택배,1,coupang
2022-05-20,Appliances,https://www.coupang.com/vp/products/8520293439,transaction,배송,1,coupang
2022-05-21,Baby,https://www.coupang.com/vp/products/8750161701,fit,거부,1,coupang
2022-05-21,Toys,https://www.coupang.com/vp/products/2289803444,transaction,배송,1,coupang
2022-05-21,Toys,https://www.coupang.com/vp/products/449244,defect,깨져,1,coupang
2022-05-26,Appliances,https://www.coupang.com/vp/products/6509720736,usability,소음,1,coupang
2022-05-27,Pet,https://www.coupang.com/vp/products/5776331444,fit,아파서,1,coupang
2022-05-27,Pet,https://www.coupang.com/vp/products/5776331444,transaction,배송,1,coupang
2022-05-27,Pet,https://www.coupang.com/vp/products/5776331444,transaction,배송비,1,coupang
2022-05-27,Pet,https://www.coupang.com/vp/products/9050672939,fit,설사,1,coupang
2022-05-27,Pet,https://www.coupang.com/vp/products/9050672939,fit,안먹어,1,coupang
2022-05-28,Toys,https://www.coupang.com/vp/products/282728145,transaction,배송,1,coupang
2022-05-31,Appliances,https://www.coupang.com/vp/products/6962756962,defect,깨짐,1,coupang
2022-06-01,Baby,https://www.coupang.com/vp/products/1881129,transaction,배송,1,coupang
2022-06-02,Baby,https://www.coupang.com/vp/products/1249972,fit,불편해요,1,coupang
2022-06-02,Baby,https://www.coupang.com/vp/products/1249972,transaction,배송,1,coupang
2022-06-02,Baby,https://www.coupang.com/vp/products/1249972,usability,어렵,1,coupang
2022-06-03,Pet,https://www.coupang.com/vp/products/6297349825,transaction,배송,1,coupang
2022-06-06,Appliances,https://www.coupang.com/vp/products/5756492913,fit,불편합니다,1,coupang
2022-06-08,Pet,https://www.coupang.com/vp/products/32211507,transaction,배송,1,coupang
2022-06-09,Baby,https://www.coupang.com/vp/products/6138671228,usability,설치,1,coupang
2022-06-09,Toys,https://www.coupang.com/vp/products/6584344,transaction,반품,1,coupang
2022-06-10,Pet,https://www.coupang.com/vp/products/6322253831,transaction,교환,1,coupang
2022-06-10,Pet,https://www.coupang.com/vp/products/6322253831,transaction,반품,1,coupang
2022-06-10,Pet,https://www.coupang.com/vp/products/6322253831,transaction,취소,1,coupang
2022-06-10,Pet,https://www.coupang.com/vp/products/6322253831,transaction,환불,1,coupang
2022-06-14,Pet,https://www.coupang.com/vp/products/5803838471,fit,알러지,1,coupang
2022-06-15,Toys,https://www.coupang.com/vp/products/162796669,transaction,배송,1,coupang
2022-06-16,Baby,https://www.coupang.com/vp/products/2051724965,usability,설치,1,coupang
2022-06-22,Appliances,https://www.coupang.com/vp/products/8380195351,usability,복잡,1,coupang
2022-06-22,Appliances,https://www.coupang.com/vp/products/8380195351,usability,설치,1,coupang
2022-06-22,Baby,https://www.coupang.com/vp/products/1881129,transaction,배달,1,coupang
2022-06-22,Baby,https://www.coupang.com/vp/products/1881129,usability,설치,1,coupang
2022-06-23,Toys,https://www.coupang.com/vp/products/6344884598,transaction,배송,1,coupang
2022-06-26,Toys,https://www.coupang.com/vp/products/1619405171,usability,규격,1,coupang
2022-06-30,Appliances,https://www.coupang.com/vp/products/6962756962,usability,호환,1,coupang
2022-06-30,Appliances,https://www.coupang.com/vp/products/6962756962,usability,호환이 안,1,coupang
2022-06-30,Pet,https://www.coupang.com/vp/products/8837486207,transaction,배송,1,coupang
2022-07-05,Baby,https://www.coupang.com/vp/products/5878692894,usability,설치,1,coupang
2022-07-06,Baby,https://www.coupang.com/vp/products/5498613073,defect,고장,1,coupang
2022-07-06,Toys,https://www.coupang.com/vp/products/8415047410,defect,기스,1,coupang
2022-07-08,Toys,https://www.coupang.com/vp/products/6344884598,usability,어렵,1,coupang
2022-07-09,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배달,1,coupang
2022-07-11,Toys,https://www.coupang.com/vp/products/241807174,usability,설치,1,coupang
2022-07-12,Toys,https://www.coupang.com/vp/products/1082640,usability,소음,1,coupang
2022-07-12,Toys,https://www.coupang.com/vp/products/130331266,transaction,배송,1,coupang
2022-07-13,Baby,https://www.coupang.com/vp/products/320440826,defect,내구성,1,coupang
2022-07-13,Pet,https://www.coupang.com/vp/products/9050672939,fit,설사,1,coupang
2022-07-13,Toys,https://www.coupang.com/vp/products/241807174,fit,아파서,1,coupang
2022-07-15,Pet,https://www.coupang.com/vp/products/186301921,defect,깨져,1,coupang
2022-07-15,Pet,https://www.coupang.com/vp/products/8182397586,transaction,배송,1,coupang
2022-07-16,Baby,https://www.coupang.com/vp/products/4624566001,usability,설치,1,coupang
2022-07-17,Appliances,https://www.coupang.com/vp/products/7539247083,usability,설치,1,coupang
2022-07-18,Appliances,https://www.coupang.com/vp/products/6122189540,usability,뜨거워,1,coupang
2022-07-18,Toys,https://www.coupang.com/vp/products/7677628123,defect,빠짐,1,coupang
2022-07-18,Toys,https://www.coupang.com/vp/products/7677628123,transaction,택배,1,coupang
2022-07-20,Toys,https://www.coupang.com/vp/products/2289803444,transaction,배송,1,coupang
2022-07-21,Baby,https://www.coupang.com/vp/products/5498613073,defect,고장,1,coupang
2022-07-21,Beauty,https://www.coupang.com/vp/products/7681036862,defect,부러져,1,coupang
2022-07-22,Appliances,https://www.coupang.com/vp/products/6122189540,usability,소음,2,coupang
2022-07-22,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-07-23,Pet,https://www.coupang.com/vp/products/5771888976,fit,안먹어,1,coupang
2022-07-24,Pet,https://www.coupang.com/vp/products/6609960465,transaction,배송,1,coupang
2022-07-24,Toys,https://www.coupang.com/vp/products/6360303314,usability,설명서,1,coupang
2022-07-27,Beauty,https://www.coupang.com/vp/products/573165,fit,트러블,1,coupang
2022-07-28,Appliances,https://www.coupang.com/vp/products/2117853371,defect,불량,1,coupang
2022-07-28,Pet,https://www.coupang.com/vp/products/8182397586,transaction,택배,1,coupang
2022-07-31,Toys,https://www.coupang.com/vp/products/241807174,fit,아파요,1,coupang
2022-08-02,Toys,https://www.coupang.com/vp/products/241807174,usability,설치,1,coupang
2022-08-03,Appliances,https://www.coupang.com/vp/products/6122189540,transaction,배달,1,coupang
2022-08-03,Pet,https://www.coupang.com/vp/products/5807012893,defect,파손,1,coupang
2022-08-03,Pet,https://www.coupang.com/vp/products/5807012893,defect,하자,1,coupang
2022-08-03,Pet,https://www.coupang.com/vp/products/5807012893,transaction,배송,1,coupang
2022-08-04,Pet,https://www.coupang.com/vp/products/186301921,transaction,배송,1,coupang
2022-08-05,Baby,https://www.coupang.com/vp/products/1708833675,transaction,배송,1,coupang
2022-08-05,Pet,https://www.coupang.com/vp/products/6322253831,defect,샘,1,coupang
2022-08-05,Pet,https://www.coupang.com/vp/products/6322253831,fit,발진,1,coupang
2022-08-05,Pet,https://www.coupang.com/vp/products/6322253831,fit,트러블,1,coupang
2022-08-07,Pet,https://www.coupang.com/vp/products/5771888976,fit,구토,1,coupang
2022-08-07,Pet,https://www.coupang.com/vp/products/5771888976,fit,안먹어,1,coupang
2022-08-07,Pet,https://www.coupang.com/vp/products/5771888976,usability,어렵,1,coupang
2022-08-10,Beauty,https://www.coupang.com/vp/products/573165,fit,피부 건조,1,coupang
2022-08-10,Pet,https://www.coupang.com/vp/products/8837486207,defect,새는,1,coupang
2022-08-10,Pet,https://www.coupang.com/vp/products/8837486207,defect,하자,1,coupang
2022-08-11,Pet,https://www.coupang.com/vp/products/6239396084,transaction,배송,1,coupang
2022-08-13,Beauty,https://www.coupang.com/vp/products/1338812465,fit,트러블,1,coupang
2022-08-14,Toys,https://www.coupang.com/vp/products/2289803444,transaction,배송,1,coupang
2022-08-14,Toys,https://www.coupang.com/vp/products/2289803444,usability,호환,1,coupang
2022-08-17,Appliances,https://www.coupang.com/vp/products/8785285636,defect,불량,1,coupang
2022-08-17,Appliances,https://www.coupang.com/vp/products/8785285636,transaction,배송,1,coupang
2022-08-18,Baby,https://www.coupang.com/vp/products/6138671228,defect,내구성,1,coupang
2022-08-18,Pet,https://www.coupang.com/vp/products/6322253831,transaction,환불,1,coupang
2022-08-19,Appliances,https://www.coupang.com/vp/products/6962756962,defect,망가져,1,coupang
2022-08-19,Appliances,https://www.coupang.com/vp/products/6962756962,transaction,배송,1,coupang
2022-08-19,Appliances,https://www.coupang.com/vp/products/6962756962,usability,어렵,1,coupang
2022-08-19,Appliances,https://www.coupang.com/vp/products/6962756962,usability,연결,1,coupang
2022-08-19,Baby,https://www.coupang.com/vp/products/6687052162,transaction,배송,1,coupang
2022-08-19,Baby,https://www.coupang.com/vp/products/6687052162,transaction,배송비,1,coupang
2022-08-19,Toys,https://www.coupang.com/vp/products/53060840,defect,망가져,1,coupang
2022-08-20,Beauty,https://www.coupang.com/vp/products/5756717415,defect,샘,1,coupang
2022-08-21,Baby,https://www.coupang.com/vp/products/6138671228,usability,설치,1,coupang
2022-08-21,Toys,https://www.coupang.com/vp/products/241807174,usability,설치,1,coupang
2022-08-22,Appliances,https://www.coupang.com/vp/products/2263231228,defect,고장,1,coupang
2022-08-22,Appliances,https://www.coupang.com/vp/products/2263231228,transaction,배송,2,coupang
2022-08-22,Appliances,https://www.coupang.com/vp/products/2263231228,usability,연결,1,coupang
2022-08-22,Baby,https://www.coupang.com/vp/products/5498020246,defect,불량,1,coupang
2022-08-22,Baby,https://www.coupang.com/vp/products/5498020246,transaction,교환,1,coupang
2022-08-22,Baby,https://www.coupang.com/vp/products/5498020246,usability,규격,1,coupang
2022-08-23,Pet,https://www.coupang.com/vp/products/6410275522,fit,설사,1,coupang
2022-08-23,Pet,https://www.coupang.com/vp/products/6410275522,transaction,배송,1,coupang
2022-08-23,Toys,https://www.coupang.com/vp/products/1862545687,usability,연결,1,coupang
2022-08-24,Appliances,https://www.coupang.com/vp/products/6122189540,usability,소음,1,coupang
2022-08-24,Baby,https://www.coupang.com/vp/products/7344637536,defect,불량,1,coupang
2022-08-24,Pet,https://www.coupang.com/vp/products/6107750968,fit,안 먹어,1,coupang
2022-08-25,Pet,https://www.coupang.com/vp/products/1694216229,fit,맞지 않,1,coupang
2022-08-25,Pet,https://www.coupang.com/vp/products/1694216229,transaction,반품,1,coupang
2022-08-25,Toys,https://www.coupang.com/vp/products/53060840,defect,고장,1,coupang
2022-08-25,Toys,https://www.coupang.com/vp/products/53060840,transaction,배송,1,coupang
2022-08-25,Toys,https://www.coupang.com/vp/products/53060840,usability,연결,1,coupang
2022-08-25,Toys,https://www.coupang.com/vp/products/6209321814,fit,너무 작아,1,coupang
2022-08-25,Toys,https://www.coupang.com/vp/products/6209321814,transaction,배송,1,coupang
2022-08-26,Pet,https://www.coupang.com/vp/products/6322253831,transaction,배송,1,coupang
2022-08-29,Beauty,https://www.coupang.com/vp/products/6417348654,defect,빠짐,1,coupang
2022-08-29,Beauty,https://www.coupang.com/vp/products/6417348654,fit,트러블,1,coupang
2022-08-30,Appliances,https://www.coupang.com/vp/products/5961000435,transaction,배송,1,coupang
2022-08-30,Toys,https://www.coupang.com/vp/products/449244,transaction,반품,1,coupang
2022-09-01,Pet,https://www.coupang.com/vp/products/32211507,transaction,배송,1,coupang
2022-09-02,Appliances,https://www.coupang.com/vp/products/177947971,fit,아픕니다,1,coupang
2022-09-02,Baby,https://www.coupang.com/vp/products/1881129,defect,내구성,1,coupang
2022-09-03,Toys,https://www.coupang.com/vp/products/153514315,transaction,배송,1,coupang
2022-09-03,Toys,https://www.coupang.com/vp/products/8415047410,transaction,배송,1,coupang
2022-09-04,Beauty,https://www.coupang.com/vp/products/7681036862,fit,불편해요,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/48526256,defect,내구도,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/48526256,defect,파손,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/48526256,defect,하자,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/48526256,transaction,배송,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/48526256,usability,호환,1,coupang
2022-09-06,Appliances,https://www.coupang.com/vp/products/6962756962,usability,설치,1,coupang
2022-09-07,Toys,https://www.coupang.com/vp/products/7170858867,transaction,처리,1,coupang
2022-09-12,Appliances,https://www.coupang.com/vp/products/8993392563,transaction,배송,1,coupang
2022-09-12,Appliances,https://www.coupang.com/vp/products/8993392563,usability,호환,1,coupang
2022-09-12,Toys,https://www.coupang.com/vp/products/6360303314,usability,설명서,1,coupang
2022-09-12,Toys,https://www.coupang.com/vp/products/6360303314,usability,어렵,1,coupang
2022-09-14,Toys,https://www.coupang.com/vp/products/5184622494,defect,하자,1,coupang
2022-09-14,Toys,https://www.coupang.com/vp/products/88601802,defect,파손,1,coupang
2022-09-14,Toys,https://www.coupang.com/vp/products/88601802,transaction,반품,1,coupang
2022-09-14,Toys,https://www.coupang.com/vp/products/88601802,transaction,배송,1,coupang
2022-09-15,Appliances,https://www.coupang.com/vp/products/112842529,defect,하자,1,coupang
2022-09-15,Appliances,https://www.coupang.com/vp/products/112842529,usability,설명서,1,coupang
2022-09-15,Appliances,https://www.coupang.com/vp/products/112842529,usability,조작,1,coupang
2022-09-16,Baby,https://www.coupang.com/vp/products/9171819817,transaction,배송,1,coupang
2022-09-16,Baby,https://www.coupang.com/vp/products/9171819817,usability,설명서,1,coupang
2022-09-17,Appliances,https://www.coupang.com/vp/products/48526256,usability,호환,1,coupang
2022-09-17,Appliances,https://www.coupang.com/vp/products/71420158,defect,새는,1,coupang
2022-09-17,Appliances,https://www.coupang.com/vp/products/9859020,transaction,배송,1,coupang
2022-09-17,Toys,https://www.coupang.com/vp/products/9859020,transaction,배송,1,coupang
2022-09-19,Toys,https://www.coupang.com/vp/products/5233690515,transaction,반품,1,coupang
2022-09-19,Toys,https://www.coupang.com/vp/products/5233690515,transaction,배송,1,coupang
2022-09-19,Toys,https://www.coupang.com/vp/products/5233690515,transaction,배송비,1,coupang
2022-09-19,Toys,https://www.coupang.com/vp/products/5233690515,usability,소음,1,coupang
2022-09-19,Toys,https://www.coupang.com/vp/products/5233690515,usability,어렵,1,coupang
2022-09-22,Appliances,https://www.coupang.com/vp/products/8327928450,transaction,배송,1,coupang
2022-09-22,Appliances,https://www.coupang.com/vp/products/8327928450,transaction,택배,1,coupang
2022-09-25,Toys,https://www.coupang.com/vp/products/241807174,defect,불량,1,coupang
2022-09-25,Toys,https://www.coupang.com/vp/products/241807174,transaction,교환,1,coupang
2022-09-25,Toys,https://www.coupang.com/vp/products/241807174,transaction,배송,1,coupang
2022-09-25,Toys,https://www.coupang.com/vp/products/241807174,transaction,환불,1,coupang
